-867.45522,769.70292	-867.98059,769.14977	-868.86559,767.5027	-869.487,765.399	-869.79339,763.1557	-869.73353,761.08998	-869.55026,760.22284	-869.25625,759.51905	-859.79679,751.87409	-859.24284,751.60889	-846.65571,747.32654	-845.91403,747.14817	-844.0451,747.20525	-824.92111,748.96777	-824.30878,749.01516	-823.73672,749.33521	-823.21136,749.88834	-822.32637,751.5354	-821.70503,753.63919	-821.39866,755.88244	-821.45845,757.94808	-821.6417,758.81529	-821.93569,759.51907	-828.31258,771.63817	-829.39716,773.39723	-829.98942,774.0566	-830.59597,774.51902	-842.17803,781.82612	-843.99688,782.80718	-844.83949,783.08201	-845.596,783.17929	-856.94648,778.80961	-857.4531,778.46252
-868.1965,812.69226	-868.93823,812.87067	-870.80713,812.81357	-872.9397,812.29986	-875.03564,811.44357	-876.79468,810.35887	-877.45401,809.76657	-877.91651,809.16007	-879.8075,797.14544	-879.7602,796.53312	-877.17526,783.49117	-876.95889,782.75966	-875.97499,781.16967	-864.88661,765.48907	-864.53941,764.98247	-863.97621,764.64706	-863.23451,764.46866	-861.3656,764.52576	-859.23301,765.03957	-857.13711,765.89587	-855.37811,766.98047	-854.71871,767.57276	-854.25621,768.17927	-846.9492,779.76137	-845.96811,781.58017	-845.69321,782.42276	-845.59601,783.17927	-845.05891,796.86317	-845.11871,798.92887	-845.30201,799.79601	-845.59601,800.49981	-855.05551,808.14477	-855.60941,808.40997
-844.53625,819.03202	-845.27797,819.21041	-847.14687,819.15331	-849.27944,818.63962	-851.37539,817.78331	-853.13443,816.69861	-853.79376,816.10631	-854.25626,815.49981	-856.14724,803.48519	-856.09994,802.87286	-853.51501,789.83091	-853.29863,789.09942	-852.31474,787.50941	-841.22635,771.82881	-840.87915,771.32221	-840.31595,770.98682	-839.57425,770.80842	-837.70536,770.86551	-835.57275,771.37931	-833.47685,772.23561	-831.71785,773.32021	-831.05845,773.91252	-830.59596,774.51901	-823.28896,786.10112	-822.30785,787.91991	-822.03296,788.76252	-821.93575,789.51901	-821.39866,803.20292	-821.45845,805.26862	-821.64175,806.13575	-821.93575,806.83955	-831.39525,814.48451	-831.94915,814.74971
-807.67702,841.16864	-807.89339,841.9002	-808.87729,843.49017	-810.38845,845.08018	-812.178,846.46717	-813.99689,847.44819	-814.83951,847.72304	-815.596,847.82032	-826.94646,843.45066	-827.4531,843.10353	-837.45529,834.34393	-837.98061,833.7908	-838.86564,832.14372	-846.90124,814.7006	-847.16637,814.14661	-847.17524,813.49117	-846.95889,812.75964	-845.97499,811.16967	-844.46372,809.57969	-842.67419,808.19273	-840.8554,807.21169	-840.01276,806.93679	-839.25626,806.8395	-825.57237,806.3025	-823.50669,806.36224	-822.63953,806.54547	-821.93578,806.83955	-809.81662,813.21636	-808.05758,814.30099	-807.39827,814.8933	-806.93576,815.49982	-805.04478,827.51446	-805.09206,828.12676
-741.55346,737.86946	-741.33709,737.1379	-740.35319,735.54794	-738.84203,733.95793	-737.05248,732.57093	-735.23358,731.58992	-734.39097,731.31506	-733.63448,731.21778	-722.28402,735.58745	-721.77737,735.93458	-711.77518,744.69418	-711.24987,745.24731	-710.36484,746.89438	-702.32923,764.33751	-702.0641,764.89149	-702.05524,765.54694	-702.27159,766.27847	-703.25549,767.86843	-704.76675,769.45842	-706.55628,770.84537	-708.37507,771.82641	-709.21772,772.10132	-709.97421,772.1986	-723.65811,772.7356	-725.72378,772.67586	-726.59095,772.49263	-727.2947,772.19856	-739.41386,765.82175	-741.1729,764.73711	-741.83221,764.1448	-742.29472,763.53829	-744.1857,751.52364	-744.13842,750.91135
-779.15395,758.72216	-779.67932,758.169	-780.56432,756.52194	-781.18572,754.41823	-781.49212,752.17494	-781.43226,750.10922	-781.24898,749.24207	-780.95498,748.53829	-771.49551,740.89333	-770.94157,740.62814	-758.35444,736.34578	-757.61276,736.16741	-755.74383,736.22449	-736.61984,737.98701	-736.00751,738.0344	-735.43544,738.35444	-734.9101,738.90757	-734.0251,740.55464	-733.40376,742.65843	-733.09739,744.90167	-733.15718,746.96731	-733.34043,747.83452	-733.63442,748.53831	-740.01131,760.65741	-741.09589,762.41647	-741.68815,763.07584	-742.2947,763.53827	-753.87677,770.84536	-755.69561,771.82641	-756.53822,772.10124	-757.29473,772.19854	-768.64521,767.82884	-769.15183,767.48175
-752.01474,760.00608	-751.27301,759.82769	-749.40411,759.88479	-747.27154,760.39849	-745.17559,761.25478	-743.41656,762.33949	-742.75723,762.93179	-742.29473,763.53829	-740.40374,775.55291	-740.45104,776.16524	-743.03598,789.20719	-743.25235,789.93869	-744.23624,791.52869	-755.32463,807.20929	-755.67183,807.71589	-756.23503,808.05129	-756.97673,808.22969	-758.84563,808.17259	-760.97823,807.65879	-763.07413,806.80249	-764.83313,805.71789	-765.49253,805.12559	-765.95503,804.51909	-773.26203,792.93699	-774.24313,791.11819	-774.51803,790.27559	-774.61523,789.51909	-775.15233,775.83518	-775.09253,773.76948	-774.90923,772.90235	-774.61523,772.19855	-765.15573,764.55359	-764.60183,764.28839
-716.6259,764.27956	-715.89434,764.49593	-714.30438,765.47983	-712.71437,766.99099	-711.32737,768.78054	-710.34636,770.59944	-710.0715,771.44205	-709.97422,772.19854	-714.34389,783.549	-714.69102,784.05565	-723.45061,794.05784	-724.00375,794.58315	-725.65082,795.46818	-743.09395,803.50379	-743.64793,803.76892	-744.30338,803.77778	-745.03491,803.56143	-746.62487,802.57753	-748.21486,801.06627	-749.60181,799.27674	-750.58285,797.45795	-750.85776,796.6153	-750.95504,795.85881	-751.49204,782.17491	-751.4323,780.10924	-751.24907,779.24207	-750.955,778.53833	-744.57818,766.41916	-743.49355,764.66012	-742.90124,764.00081	-742.29473,763.5383	-730.28008,761.64732	-729.66779,761.6946
-719.37575,830.18789	-719.59212,830.91944	-720.57602,832.50941	-722.08718,834.09942	-723.87673,835.48641	-725.69563,836.46743	-726.53824,836.74228	-727.29473,836.83956	-738.64519,832.4699	-739.15184,832.12277	-749.15403,823.36317	-749.67934,822.81004	-750.56438,821.16296	-758.59998,803.71984	-758.86511,803.16585	-758.87397,802.51041	-758.65762,801.77888	-757.67372,800.18891	-756.16246,798.59893	-754.37293,797.21197	-752.55414,796.23093	-751.71149,795.95603	-750.955,795.85874	-737.2711,795.32174	-735.20543,795.38149	-734.33826,795.56472	-733.63452,795.85879	-721.51535,802.2356	-719.75631,803.32024	-719.097,803.91255	-718.63449,804.51906	-716.74351,816.53371	-716.79079,817.146
-681.77525,809.33517	-681.24989,809.88833	-680.36489,811.5354	-679.74348,813.63911	-679.43708,815.8824	-679.49695,817.94812	-679.68023,818.81527	-679.97422,819.51905	-689.43369,827.164	-689.98764,827.42921	-702.57477,831.71156	-703.31645,831.88993	-705.18537,831.83285	-724.30937,830.07033	-724.9217,830.02295	-725.49376,829.7029	-726.01911,829.14977	-726.90411,827.5027	-727.52545,825.39892	-727.83182,823.15566	-727.77203,821.09003	-727.58878,820.22282	-727.29479,819.51903	-720.91789,807.39993	-719.83332,805.64088	-719.24105,804.9815	-718.63451,804.51908	-707.05244,797.21198	-705.2336,796.23092	-704.39099,795.9561	-703.63448,795.85881	-692.284,800.2285	-691.77738,800.57559
-688.115,785.67492	-687.58964,786.22808	-686.70464,787.87514	-686.08323,789.97885	-685.77683,792.22215	-685.83669,794.28787	-686.01997,795.15501	-686.31397,795.85879	-695.77344,803.50376	-696.32738,803.76895	-708.91451,808.05131	-709.65619,808.22967	-711.52512,808.1726	-730.64911,806.41007	-731.26144,806.36269	-731.83351,806.04264	-732.35886,805.48951	-733.24386,803.84245	-733.86519,801.73866	-734.17156,799.49541	-734.11177,797.42977	-733.92853,796.56256	-733.63453,795.85878	-727.25764,783.73968	-726.17306,781.98062	-725.5808,781.32125	-724.97425,780.85883	-713.39219,773.55172	-711.57334,772.57067	-710.73073,772.29584	-709.97422,772.19855	-698.62374,776.56824	-698.11712,776.91533
-687.37373,742.68558	-686.63199,742.50718	-684.76309,742.56428	-682.63052,743.07798	-680.53458,743.93428	-678.77554,745.01898	-678.11621,745.61128	-677.65372,746.21778	-675.76273,758.2324	-675.81002,758.84473	-678.39496,771.88668	-678.61133,772.61818	-679.59523,774.20818	-690.68361,789.88878	-691.03081,790.39538	-691.59402,790.73078	-692.33571,790.90918	-694.20461,790.85208	-696.33721,790.33828	-698.43311,789.48198	-700.19211,788.39738	-700.85151,787.80508	-701.31401,787.19858	-708.62102,775.61648	-709.60211,773.79768	-709.87702,772.95508	-709.97422,772.19858	-710.51131,758.51467	-710.45151,756.44898	-710.26821,755.58184	-709.97421,754.87804	-700.51471,747.23308	-699.96081,746.96788
-724.23295,720.54895	-724.01658,719.81739	-723.03268,718.22742	-721.52152,716.63741	-719.73197,715.25042	-717.91307,714.2694	-717.07046,713.99456	-716.31397,713.89727	-704.96351,718.26694	-704.45686,718.61406	-694.45467,727.37366	-693.92936,727.92679	-693.04432,729.57387	-685.00872,747.017	-684.74359,747.57098	-684.73473,748.22642	-684.95108,748.95796	-685.93498,750.54792	-687.44624,752.13791	-689.23577,753.52486	-691.05456,754.5059	-691.89721,754.78081	-692.6537,754.87809	-706.3376,755.41509	-708.40327,755.35535	-709.27044,755.17212	-709.97418,754.87804	-722.09335,748.50123	-723.85239,747.4166	-724.5117,746.82429	-724.97421,746.21777	-726.86519,734.20313	-726.81791,733.59084
-651.03398,830.98684	-650.29225,830.80845	-648.42335,830.86555	-646.29078,831.37925	-644.19483,832.23555	-642.4358,833.32025	-641.77647,833.91255	-641.31397,834.51904	-639.42298,846.53367	-639.47028,847.146	-642.05522,860.18795	-642.27159,860.91945	-643.25548,862.50945	-654.34387,878.19005	-654.69107,878.69665	-655.25427,879.03204	-655.99597,879.21045	-657.86487,879.15335	-659.99747,878.63955	-662.09337,877.78325	-663.85237,876.69865	-664.51177,876.10635	-664.97427,875.49985	-672.28127,863.91775	-673.26237,862.09895	-673.53727,861.25635	-673.63447,860.49985	-674.17157,846.81593	-674.11177,844.75024	-673.92847,843.88311	-673.63447,843.17931	-664.17497,835.53435	-663.62107,835.26915
-687.8932,808.85022	-687.67684,808.11866	-686.69294,806.52869	-685.18178,804.93868	-683.39222,803.55169	-681.57333,802.57067	-680.73071,802.29582	-679.97422,802.19854	-668.62376,806.5682	-668.11712,806.91533	-658.11493,815.67493	-657.58962,816.22806	-656.70458,817.87514	-648.66898,835.31826	-648.40385,835.87225	-648.39498,836.52769	-648.61134,837.25922	-649.59524,838.84919	-651.1065,840.43918	-652.89603,841.82613	-654.71482,842.80717	-655.55747,843.08207	-656.31396,843.17936	-669.99785,843.71636	-672.06353,843.65662	-672.93069,843.47339	-673.63444,843.17931	-685.7536,836.8025	-687.51265,835.71787	-688.17196,835.12556	-688.63447,834.51904	-690.52545,822.5044	-690.47817,821.8921
-675.43551,832.99543	-674.91014,833.54858	-674.02514,835.19564	-673.40374,837.29936	-673.09734,839.54265	-673.1572,841.60837	-673.34048,842.47552	-673.63448,843.1793	-683.09395,850.82426	-683.64789,851.08946	-696.23502,855.37181	-696.97671,855.55018	-698.84563,855.4931	-717.96962,853.73057	-718.58195,853.68319	-719.15402,853.36315	-719.67937,852.81002	-720.56437,851.16296	-721.1857,849.05916	-721.49207,846.81591	-721.43228,844.75027	-721.24904,843.88307	-720.95504,843.17928	-714.57815,831.06018	-713.49357,829.30112	-712.90131,828.64176	-712.29476,828.17933	-700.7127,820.87223	-698.89385,819.89117	-698.05124,819.61634	-697.29473,819.51905	-685.94425,823.88874	-685.43763,824.23583
-661.44203,865.7798	-661.26362,866.52153	-661.32072,868.39043	-661.83442,870.523	-662.69072,872.61895	-663.77542,874.37798	-664.36772,875.03731	-664.97422,875.49981	-676.98885,877.3908	-677.60117,877.3435	-690.64312,874.75856	-691.37462,874.54219	-692.96462,873.5583	-708.64522,862.46991	-709.15182,862.12271	-709.48722,861.55951	-709.66563,860.81781	-709.60852,858.94891	-709.09473,856.81631	-708.23842,854.72041	-707.15383,852.96141	-706.56152,852.30201	-705.95502,851.83951	-694.37292,844.53251	-692.55413,843.55141	-691.71153,843.27651	-690.95502,843.17931	-677.27111,842.64221	-675.20542,842.70201	-674.33829,842.88531	-673.63448,843.17931	-665.98953,852.63881	-665.72433,853.19271
-719.89523,896.35252	-720.63696,896.53091	-722.50586,896.47381	-724.63843,895.96012	-726.73438,895.10382	-728.49341,894.01912	-729.15275,893.42682	-729.61524,892.82032	-731.50623,880.8057	-731.45893,880.19337	-728.87399,867.15141	-728.65762,866.41992	-727.67373,864.82992	-716.58534,849.14931	-716.23814,848.64272	-715.67494,848.30732	-714.93324,848.12892	-713.06434,848.18602	-710.93174,848.69982	-708.83584,849.55611	-707.07684,850.64071	-706.41744,851.23302	-705.95494,851.83952	-698.64794,863.42162	-697.66684,865.24042	-697.39194,866.08302	-697.29474,866.83952	-696.75764,880.52343	-696.81744,882.58912	-697.00074,883.45626	-697.29474,884.16005	-706.75424,891.80501	-707.30814,892.07021
-683.036,918.48915	-683.25237,919.2207	-684.23627,920.81067	-685.74743,922.40068	-687.53698,923.78767	-689.35588,924.76869	-690.19849,925.04354	-690.95498,925.14082	-702.30544,920.77116	-702.81209,920.42403	-712.81428,911.66443	-713.33959,911.1113	-714.22463,909.46423	-722.26023,892.0211	-722.52536,891.46711	-722.53422,890.81167	-722.31787,890.08014	-721.33397,888.49017	-719.82271,886.90019	-718.03318,885.51323	-716.21439,884.53219	-715.37174,884.25729	-714.61525,884.16	-700.93135,883.623	-698.86568,883.68275	-697.99851,883.86598	-697.29477,884.16005	-685.1756,890.53686	-683.41656,891.6215	-682.75725,892.21381	-682.29474,892.82032	-680.40376,904.83496	-680.45104,905.44726
-665.7155,901.16864	-665.93186,901.9002	-666.91576,903.49016	-668.42693,905.08017	-670.21648,906.46717	-672.03537,907.44818	-672.87799,907.72304	-673.63448,907.82032	-684.98494,903.45065	-685.49158,903.10352	-695.49377,894.34393	-696.01908,893.79079	-696.90412,892.14372	-704.93972,874.70059	-705.20485,874.14661	-705.21372,873.49116	-704.99737,872.75963	-704.01347,871.16967	-702.5022,869.57968	-700.71267,868.19273	-698.89388,867.21169	-698.05124,866.93678	-697.29474,866.8395	-683.61085,866.3025	-681.54517,866.36224	-680.67801,866.54547	-679.97426,866.83954	-667.8551,873.21636	-666.09605,874.30099	-665.43674,874.8933	-664.97423,875.49981	-663.08325,887.51446	-663.13053,888.12675
-628.11501,880.31594	-627.58964,880.86909	-626.70463,882.51616	-626.08322,884.61986	-625.77683,886.86316	-625.83669,888.92888	-626.01997,889.79602	-626.31397,890.49981	-635.77344,898.14477	-636.32738,898.40997	-648.91451,902.69232	-649.65619,902.87068	-651.52513,902.81361	-670.64911,901.05108	-671.26144,901.0037	-671.83351,900.68365	-672.35886,900.13052	-673.24386,898.48346	-673.86519,896.37967	-674.17156,894.13642	-674.11177,892.07078	-673.92853,891.20357	-673.63453,890.49979	-667.25764,878.38069	-666.17306,876.62163	-665.5808,875.96227	-664.97425,875.49984	-653.39219,868.19274	-651.57334,867.21168	-650.73073,866.93685	-649.97422,866.83956	-638.62375,871.20925	-638.11713,871.55634
-627.37373,837.32659	-626.63199,837.14819	-624.76309,837.20529	-622.63053,837.719	-620.53458,838.57529	-618.77554,839.65999	-618.11621,840.25229	-617.65372,840.85879	-615.76272,852.87342	-615.81002,853.48574	-618.39497,866.52769	-618.61134,867.2592	-619.59523,868.84919	-630.68361,884.52979	-631.03082,885.03639	-631.59402,885.3718	-632.33572,885.5502	-634.20462,885.4931	-636.33721,884.97929	-638.43312,884.12299	-640.19212,883.03839	-640.85152,882.4461	-641.31402,881.83959	-648.62102,870.25749	-649.60211,868.43869	-649.87702,867.59609	-649.97422,866.83959	-650.51132,853.15569	-650.45151,851.08999	-650.26821,850.22285	-649.97421,849.51905	-640.51471,841.87409	-639.96081,841.60889
-745.67499,818.30736	-744.93327,818.12896	-743.06437,818.18606	-740.93179,818.69976	-738.83585,819.55606	-737.07682,820.64076	-736.41748,821.23306	-735.95498,821.83956	-734.064,833.85418	-734.1113,834.46651	-736.69624,847.50846	-736.91261,848.23996	-737.8965,849.82996	-748.98489,865.51056	-749.33209,866.01716	-749.89528,866.35256	-750.63698,866.53096	-752.50588,866.47386	-754.63849,865.96006	-756.73439,865.10376	-758.49339,864.01916	-759.15278,863.42686	-759.61529,862.82036	-766.92229,851.23826	-767.90339,849.41946	-768.17829,848.57686	-768.27549,847.82036	-768.81258,834.13645	-768.75279,832.07076	-768.56949,831.20362	-768.27549,830.49982	-758.81599,822.85486	-758.26209,822.58966
-782.53422,796.17073	-782.31785,795.43917	-781.33395,793.84921	-779.82279,792.2592	-778.03324,790.8722	-776.21435,789.89119	-775.37173,789.61633	-774.61524,789.51905	-763.26478,793.88872	-762.75813,794.23584	-752.75595,802.99544	-752.23063,803.54858	-751.3456,805.19565	-743.30999,822.63878	-743.04487,823.19276	-743.036,823.84821	-743.25235,824.57974	-744.23625,826.1697	-745.74752,827.75969	-747.53704,829.14664	-749.35583,830.12768	-750.19848,830.40259	-750.95498,830.49987	-764.63887,831.03687	-766.70455,830.97713	-767.57171,830.7939	-768.27546,830.49983	-780.39462,824.12301	-782.15366,823.03838	-782.81297,822.44607	-783.27548,821.83956	-785.16646,809.82491	-785.11918,809.21262
-770.07652,820.31594	-769.55116,820.86909	-768.66616,822.51616	-768.04475,824.61987	-767.73836,826.86317	-767.79822,828.92888	-767.9815,829.79604	-768.27549,830.49982	-777.73497,838.14477	-778.28891,838.40997	-790.87604,842.69232	-791.61772,842.8707	-793.48664,842.81362	-812.61064,841.05109	-813.22297,841.0037	-813.79503,840.68366	-814.32038,840.13053	-815.20538,838.48347	-815.82672,836.37968	-816.13309,834.13642	-816.0733,832.07078	-815.89005,831.20358	-815.59606,830.49979	-809.21916,818.3807	-808.13459,816.62164	-807.54232,815.96227	-806.93578,815.49984	-795.35371,808.19275	-793.53487,807.21168	-792.69226,806.93686	-791.93575,806.83957	-780.58527,811.20925	-780.07865,811.55635
-756.08304,853.10032	-755.90464,853.84204	-755.96174,855.71094	-756.47544,857.84351	-757.33174,859.93946	-758.41644,861.69849	-759.00874,862.35783	-759.61524,862.82032	-771.62986,864.71131	-772.24219,864.66401	-785.28414,862.07907	-786.01564,861.8627	-787.60564,860.87881	-803.28624,849.79042	-803.79284,849.44322	-804.12824,848.88002	-804.30664,848.13832	-804.24954,846.26942	-803.73574,844.13683	-802.87944,842.04092	-801.79484,840.28193	-801.20254,839.62252	-800.59604,839.16002	-789.01394,831.85302	-787.19514,830.87193	-786.35254,830.59703	-785.59604,830.49982	-771.91213,829.96272	-769.84643,830.02252	-768.9793,830.20582	-768.2755,830.49982	-760.63054,839.95933	-760.36534,840.51322
-814.53625,883.67303	-815.27798,883.85143	-817.14688,883.79433	-819.27945,883.28063	-821.3754,882.42433	-823.13442,881.33963	-823.79376,880.74733	-824.25626,880.14083	-826.14725,868.12621	-826.09995,867.51388	-823.515,854.47193	-823.29863,853.74043	-822.31475,852.15043	-811.22635,836.46983	-810.87916,835.96323	-810.31595,835.62783	-809.57425,835.44943	-807.70535,835.50653	-805.57276,836.02033	-803.47685,836.87663	-801.71785,837.96123	-801.05845,838.55353	-800.59596,839.16003	-793.28896,850.74213	-792.30786,852.56093	-792.03296,853.40353	-791.93576,854.16003	-791.39866,867.84394	-791.45845,869.90963	-791.64176,870.77677	-791.93575,871.48057	-801.39525,879.12553	-801.94915,879.39073
-777.67702,905.80966	-777.89339,906.54122	-778.87729,908.13118	-780.38845,909.72119	-782.178,911.10819	-783.9969,912.0892	-784.83951,912.36406	-785.596,912.46134	-796.94646,908.09167	-797.45311,907.74454	-807.4553,898.98495	-807.98061,898.43182	-808.86564,896.78474	-816.90124,879.34161	-817.16637,878.78763	-817.17524,878.13218	-816.95889,877.40065	-815.97499,875.81068	-814.46372,874.2207	-812.6742,872.83375	-810.8554,871.85271	-810.01276,871.5778	-809.25626,871.48051	-795.57237,870.94352	-793.50669,871.00326	-792.63953,871.18649	-791.93578,871.48056	-779.81662,877.85737	-778.05758,878.94201	-777.39826,879.53432	-776.93575,880.14083	-775.04478,892.15548	-775.09206,892.76777
-760.35651,888.48915	-760.57288,889.22071	-761.55678,890.81068	-763.06794,892.40069	-764.85749,893.78768	-766.67639,894.7687	-767.519,895.04355	-768.27549,895.14083	-779.62595,890.77116	-780.1326,890.42404	-790.13479,881.66444	-790.6601,881.11131	-791.54514,879.46423	-799.58074,862.02111	-799.84587,861.46712	-799.85473,860.81168	-799.63838,860.08014	-798.65448,858.49018	-797.14322,856.90019	-795.35369,855.51324	-793.5349,854.5322	-792.69225,854.2573	-791.93576,854.16001	-778.25186,853.62301	-776.18619,853.68275	-775.31902,853.86598	-774.61528,854.16006	-762.49611,860.53687	-760.73707,861.6215	-760.07776,862.21381	-759.61525,862.82033	-757.72427,874.83497	-757.77155,875.44726
-722.75602,867.63645	-722.23065,868.1896	-721.34565,869.83667	-720.72424,871.94037	-720.41785,874.18368	-720.47771,876.24939	-720.66099,877.11654	-720.95499,877.82033	-730.41446,885.46528	-730.9684,885.73048	-743.55553,890.01283	-744.29721,890.1912	-746.16614,890.13413	-765.29013,888.3716	-765.90246,888.32421	-766.47452,888.00416	-766.99987,887.45103	-767.88487,885.80397	-768.50621,883.70019	-768.81258,881.45693	-768.75279,879.39129	-768.56954,878.52408	-768.27555,877.8203	-761.89866,865.70121	-760.81408,863.94215	-760.22182,863.28278	-759.61527,862.82035	-748.03321,855.51326	-746.21436,854.53219	-745.37175,854.25737	-744.61524,854.16008	-733.26476,858.52976	-732.75814,858.87686
-722.01474,824.64711	-721.27301,824.4687	-719.40411,824.5258	-717.27154,825.03951	-715.17559,825.89581	-713.41656,826.9805	-712.75723,827.57281	-712.29473,828.17931	-710.40374,840.19393	-710.45104,840.80625	-713.03598,853.8482	-713.25235,854.57971	-714.23624,856.16971	-725.32463,871.8503	-725.67183,872.3569	-726.23503,872.69231	-726.97673,872.87071	-728.84563,872.81361	-730.97823,872.2998	-733.07413,871.4435	-734.83313,870.3589	-735.49253,869.76661	-735.95503,869.1601	-743.26203,857.57801	-744.24313,855.7592	-744.51803,854.91661	-744.61523,854.16011	-745.15233,840.4762	-745.09253,838.4105	-744.90923,837.54336	-744.61523,836.83956	-735.15573,829.1946	-734.60183,828.9294
-781.05728,943.25822	-780.53192,943.81138	-779.64692,945.45844	-779.02551,947.56215	-778.71912,949.80545	-778.77898,951.87116	-778.96226,952.73832	-779.25625,953.4421	-788.71573,961.08705	-789.26967,961.35225	-801.8568,965.6346	-802.59848,965.81297	-804.46741,965.7559	-823.5914,963.99337	-824.20373,963.94599	-824.77579,963.62594	-825.30114,963.07281	-826.18614,961.42575	-826.80748,959.32196	-827.11385,957.07871	-827.05406,955.01307	-826.87081,954.14586	-826.57682,953.44208	-820.19992,941.32298	-819.11535,939.56392	-818.52308,938.90455	-817.91654,938.44212	-806.33447,931.13503	-804.51563,930.15397	-803.67302,929.87914	-802.91651,929.78185	-791.56603,934.15154	-791.05941,934.49863
-780.31601,900.26888	-779.57428,900.09048	-777.70538,900.14758	-775.57281,900.66128	-773.47686,901.51758	-771.71783,902.60228	-771.05849,903.19458	-770.596,903.80108	-768.70501,915.8157	-768.75231,916.42803	-771.33725,929.46998	-771.55362,930.20148	-772.53751,931.79148	-783.6259,947.47208	-783.9731,947.97868	-784.5363,948.31408	-785.278,948.49248	-787.1469,948.43538	-789.2795,947.92158	-791.3754,947.06528	-793.1344,945.98068	-793.7938,945.38838	-794.2563,944.78188	-801.5633,933.19978	-802.5444,931.38098	-802.8193,930.53838	-802.9165,929.78188	-803.4536,916.09797	-803.3938,914.03228	-803.2105,913.16514	-802.9165,912.46134	-793.457,904.81638	-792.9031,904.55118
-794.99753,923.13017	-795.21389,923.86172	-796.19779,925.45169	-797.70896,927.0417	-799.49851,928.42869	-801.3174,929.40971	-802.16002,929.68456	-802.91651,929.78184	-814.26697,925.41218	-814.77361,925.06505	-824.7758,916.30545	-825.30111,915.75232	-826.18615,914.10525	-834.22175,896.66212	-834.48688,896.10813	-834.49575,895.45269	-834.2794,894.72116	-833.2955,893.13119	-831.78423,891.54121	-829.9947,890.15425	-828.17591,889.17322	-827.33327,888.89831	-826.57677,888.80102	-812.89288,888.26403	-810.8272,888.32377	-809.96004,888.507	-809.25629,888.80107	-797.13713,895.17788	-795.37808,896.26252	-794.71877,896.85483	-794.25626,897.46134	-792.36528,909.47599	-792.41256,910.08828
-816.39289,951.64107	-816.94604,952.16643	-818.59311,953.05143	-820.69682,953.67284	-822.94011,953.97924	-825.00583,953.91937	-825.87298,953.73609	-826.57676,953.4421	-834.22172,943.98262	-834.48692,943.42868	-838.76927,930.84155	-838.94764,930.09987	-838.89056,928.23095	-837.12804,909.10695	-837.08065,908.49462	-836.76061,907.92256	-836.20748,907.39721	-834.56041,906.51221	-832.45663,905.89087	-830.21337,905.5845	-828.14773,905.64429	-827.28053,905.82754	-826.57674,906.12153	-814.45764,912.49843	-812.69859,913.583	-812.03922,914.17527	-811.57679,914.78181	-804.26969,926.36388	-803.28863,928.18272	-803.01381,929.02533	-802.91652,929.78184	-807.2862,941.13232	-807.6333,941.63894
-872.09624,916.30546	-872.6216,915.75231	-873.5066,914.10524	-874.12801,912.00153	-874.43441,909.75824	-874.37455,907.69252	-874.19127,906.82537	-873.89727,906.12159	-864.4378,898.47663	-863.88385,898.21143	-851.29672,893.92908	-850.55504,893.75071	-848.68612,893.80779	-829.56212,895.57031	-828.9498,895.6177	-828.37773,895.93774	-827.85238,896.49087	-826.96738,898.13794	-826.34605,900.24172	-826.03967,902.48498	-826.09946,904.55061	-826.28271,905.41782	-826.57671,906.12161	-832.9536,918.24071	-834.03818,919.99976	-834.63044,920.65913	-835.23699,921.12156	-846.81905,928.42866	-848.63789,929.40972	-849.4805,929.68454	-850.23701,929.78183	-861.58749,925.41214	-862.09411,925.06505
-872.83751,959.2948	-873.57924,959.4732	-875.44814,959.4161	-877.58071,958.90241	-879.67666,958.0461	-881.43569,956.9614	-882.09503,956.3691	-882.55752,955.7626	-884.44851,943.74798	-884.40121,943.13565	-881.81627,930.0937	-881.5999,929.3622	-880.61601,927.7722	-869.52762,912.09161	-869.18042,911.585	-868.61722,911.2496	-867.87552,911.0712	-866.00662,911.1283	-863.87402,911.6421	-861.77812,912.49841	-860.01912,913.583	-859.35972,914.1753	-858.89722,914.7818	-851.59022,926.36391	-850.60912,928.1827	-850.33422,929.0253	-850.23702,929.7818	-849.69992,943.46572	-849.75972,945.53141	-849.94302,946.39854	-850.23702,947.10234	-859.69652,954.7473	-860.25042,955.0125
-849.17726,965.63455	-849.91899,965.81295	-851.78789,965.75585	-853.92046,965.24215	-856.01641,964.38585	-857.77544,963.30115	-858.43478,962.70885	-858.89727,962.10235	-860.78826,950.08773	-860.74096,949.4754	-858.15602,936.43345	-857.93965,935.70195	-856.95576,934.11195	-845.86737,918.43135	-845.52017,917.92475	-844.95697,917.58935	-844.21527,917.41095	-842.34637,917.46805	-840.21377,917.98185	-838.11787,918.83815	-836.35887,919.92275	-835.69947,920.51505	-835.23697,921.12155	-827.92997,932.70365	-826.94887,934.52245	-826.67397,935.36505	-826.57677,936.12155	-826.03967,949.80546	-826.09947,951.87115	-826.28277,952.73829	-826.57677,953.44209	-836.03627,961.08705	-836.59017,961.35225
